end_date,approval_percentage,weighted_no,total_sample_size
2017-05-15,40.49344094577697,55.06943276116858,8797.0
2017-05-16,39.791961221688396,54.27309540150995,11656.0
2017-05-17,40.3018455292055,54.62176801697887,10837.0
2017-05-18,39.572572365165755,57.66582446808511,32336.0
2017-05-19,37.71815792931284,56.16256733674944,7611.0
2017-05-20,42.55490196078431,51.91746987951807,16932.0
2017-05-21,38.973920647065256,55.967209531096294,9149.0
2017-05-22,39.768385278514586,55.163983753315655,12064.0
2017-05-23,39.74029268292683,54.222920325203255,15375.0
2017-05-24,40.493758155719874,54.39908655937364,9196.0
2017-05-25,41.55218900077459,56.03633152594888,32275.0
2017-05-26,39.3037009893734,55.06649566385734,8187.0
2017-05-27,40.18104863408061,54.73052799215975,8163.0
2017-05-28,41.82523037813791,53.07104120326237,9441.0
2017-05-29,41.40046923323025,54.16944651807615,9377.0
2017-05-30,40.804315025029965,53.799922442360575,14183.0
2017-05-31,42.06332810824189,52.980991667354175,12121.0
2017-06-01,41.63322192070951,55.92748361903501,30218.0
2017-06-02,40.2378021746015,55.06553362187269,9473.0
2017-06-03,38.661271165024004,56.116654030831434,7914.0
2017-06-04,40.19518673856601,55.91719592570402,10014.0
2017-06-05,40.54568392078905,55.17814817646609,13079.0
2017-06-06,38.96524471783899,55.99079299277882,14956.0
2017-06-07,39.656630602782066,56.287810407006695,9705.0
2017-06-08,41.311973585472,56.37697733753564,33315.0
2017-06-09,39.05102621722847,55.27207490636704,6675.0
2017-06-10,37.01310408921933,58.29807488050982,7532.0
2017-06-11,39.099584094136745,56.555802393994725,9858.0
2017-06-12,41.37466552192888,53.90470773413465,13977.0
2017-06-13,40.48807855430574,54.35521851373778,10846.0
2017-06-14,40.52031211899536,55.51909290416971,8202.0
2017-06-15,43.43716364533235,54.60934517203108,40545.0
2017-06-16,39.81160872127283,55.31208014142605,6788.0
2017-06-17,38.05701924511413,56.31878263464121,6703.0
2017-06-18,38.388623268358465,57.384007600833634,16314.0
2017-06-19,40.86496686833765,54.70069864592337,13884.0
2017-06-20,39.695048047117176,55.30069745815251,12904.0
2017-06-21,42.591835760324656,53.6402641839739,12567.0
2017-06-22,43.39139605420598,53.942329632412275,35937.0
2017-06-23,38.287540500736384,55.61063328424153,6790.0
2017-06-24,39.82469262295082,54.98188752276867,8784.0
2017-06-25,39.204316684175346,54.44110400152803,10471.0
2017-06-26,37.77897098414598,58.06947851231429,10029.0
2017-06-27,40.087235665256884,54.12921028912154,14423.0
2017-06-28,39.34153809636839,55.83198433420365,8426.0
2017-06-29,41.09807814220413,55.829595275432915,29971.0
2017-06-30,38.97996299985769,55.22291162658318,7027.0
2017-07-01,39.32288863441168,54.15961923847695,6986.0
2017-07-02,38.75802290785265,56.5829119801878,9691.0
2017-07-03,39.47032644577577,55.138647756449444,8179.0
2017-07-04,38.64304513589964,55.14562784405362,8131.0
2017-07-05,39.70147510755993,55.90644130301168,8135.0
2017-07-06,43.039374329090634,54.889253182027296,32605.0
2017-07-07,39.53757763975155,55.24627329192546,6762.0
2017-07-08,40.74120727272727,54.414792727272726,6875.0
2017-07-09,42.3623012686687,53.52171189979122,12454.0
2017-07-10,41.28951314816771,55.03233710001056,9469.0
2017-07-11,39.53416119962512,55.36594814120587,12804.0
2017-07-12,41.778847217612565,54.649939152561124,9039.0
2017-07-13,42.27106647258612,55.49360601649685,41220.0
2017-07-14,40.74633630457773,54.079211361232815,6619.0
2017-07-15,41.781657355679705,52.74046554934823,10740.0
2017-07-16,41.071753215356345,54.085833091577214,10341.0
2017-07-17,39.942700479780676,55.57482293808545,8754.0
2017-07-18,38.898786696080094,56.073612760902776,11786.0
2017-07-19,39.632575387918415,56.411359422269925,10247.0
2017-07-20,41.01485442661913,56.3623687858982,25245.0
2017-07-21,38.850350903389575,54.63195460654023,6697.0
2017-07-22,38.66329284750337,54.3726195831459,6669.0
2017-07-23,39.28091699206449,55.14334299030104,7939.0
2017-07-24,40.974049513704685,54.73134394341292,15834.0
2017-07-25,38.78744873628994,55.65557463042441,10485.0
2017-07-26,37.20224603808004,58.05853380458329,8771.0
2017-07-27,39.56667633290526,57.45904138531008,24139.0
2017-07-28,37.758289269051325,57.59173665111457,9645.0
2017-07-29,38.39588457124118,56.98889981964256,12198.0
2017-07-30,37.80543893940681,58.198104869550434,11767.0
2017-07-31,38.67096329609749,57.54831713332366,13786.0
2017-08-01,37.90550144052682,57.51164768829744,14578.0
2017-08-02,37.796591437878085,57.066158678455096,8596.0
2017-08-03,39.37237880496054,58.365366403607666,31045.0
2017-08-04,37.60167701863354,56.47428571428572,6440.0
2017-08-05,36.12892082354567,57.783086914467326,7237.0
2017-08-06,37.50487666169048,57.717729437691055,14067.0
2017-08-07,38.87314248251748,56.995836975524476,9152.0
2017-08-08,37.93788538098324,56.57913156189241,10801.0
2017-08-09,37.63004169825626,57.64061789234269,10552.0
2017-08-10,41.32098478917347,56.12533273683033,35764.0
2017-08-11,39.262550455972494,54.378771116758855,6689.0
2017-08-12,37.79343446314292,55.686596349845935,8438.0
2017-08-13,37.94567635903919,56.19029077117572,7910.0
2017-08-14,40.18743733411973,54.1952816278384,13564.0
2017-08-15,37.94357571714476,55.34936624416277,14990.0
2017-08-16,36.09087214028568,58.80582975264197,8611.0
2017-08-17,40.22007928744272,57.35642794624929,38846.0
2017-08-18,36.367576872848154,57.37447465273655,8423.0
2017-08-19,37.45606980802792,56.713856893542754,14325.0
2017-08-20,36.5531640801567,58.84282055145397,13274.0
2017-08-21,37.051456594080214,59.575334228501376,17129.0
2017-08-22,38.33380310597249,57.18921119244715,14617.0
2017-08-23,37.054662727720334,58.44306253077302,10155.0
2017-08-24,38.990625,58.291048337438426,25984.0
2017-08-25,35.75954341858113,58.60794682849299,6921.0
2017-08-26,37.111095522039044,57.072676253945986,8553.0
2017-08-27,37.39716809196691,57.7657787747091,7133.0
2017-08-28,39.27971909107175,56.171032385042054,11178.0
2017-08-29,38.549800362976406,57.67865698729583,22040.0
2017-08-30,37.36691517410674,58.530911901081915,10999.0
2017-08-31,40.04299225336776,57.865681485860065,32143.0
2017-09-01,36.887860453141094,58.04225025746653,7768.0
2017-09-02,37.400651176557645,57.335533520793255,6757.0
2017-09-03,40.0657811260904,55.32458366375892,10088.0
2017-09-04,39.87605181986428,55.71617520049352,8105.0
2017-09-05,40.88886000742666,53.533568510954325,10772.0
2017-09-06,40.87018472106191,55.54932702125685,10773.0
2017-09-07,41.040357615060124,55.95229490650381,31766.0
2017-09-08,41.668004377964245,52.40408609996352,10964.0
2017-09-09,40.10448553329909,53.30434001027222,11682.0
2017-09-10,39.839482931726906,55.11017821285141,7968.0
2017-09-11,39.72218295043339,55.34269965496929,11883.0
2017-09-12,38.10377937494953,54.78536703545183,12383.0
2017-09-13,38.46560727557207,54.96922550361823,10226.0
2017-09-14,42.42292915727373,54.53508561561706,41698.0
2017-09-15,39.85024013119363,54.09989457654914,8537.0
2017-09-16,39.63016698603887,54.6266219545579,7306.0
2017-09-17,41.33869102488896,53.41219307801894,11933.0
2017-09-18,39.87919387755102,55.04311224489796,9800.0
2017-09-19,40.399846650524616,52.556844229217106,12390.0
2017-09-20,40.22035916134914,54.999116378000615,16455.0
2017-09-21,43.866689068264,53.306565615983054,27379.0
2017-09-22,39.14856611378081,54.868532010541,6451.0
2017-09-23,39.433467181467186,53.77442471042471,6475.0
2017-09-24,40.64595090016367,54.06545990180033,15275.0
2017-09-25,39.80555555555556,55.0533014571949,8784.0
2017-09-26,38.550845327850126,56.20407242403473,17508.0
2017-09-27,38.67217669148165,55.513338823374404,15179.0
2017-09-28,40.45362562501365,56.62110963121466,45799.0
2017-09-29,39.085238226383915,55.95793628936014,10893.0
2017-09-30,38.64418111398008,55.76899668019181,10844.0
2017-10-01,41.08009991673605,54.46851865869351,13211.0
2017-10-02,39.373805096795365,57.51285136169747,9143.0
2017-10-03,40.13563626178695,55.52971711324807,10711.0
2017-10-04,41.49940408266768,56.48713325725878,39435.0
2017-10-05,39.153902544200086,57.075506683915485,9276.0
2017-10-06,39.30583212925259,55.64224353080257,7613.0
2017-10-07,37.2494942903752,57.566084828711254,6130.0
2017-10-08,38.243508771929825,57.160771929824556,8550.0
2017-10-09,39.56103994606438,55.51839710096073,11866.0
2017-10-10,38.69946275358833,55.56755673161735,12471.0
2017-10-11,41.19919406970208,56.50534733932921,42696.0
2017-10-12,38.50643558767077,56.14023935869933,8857.0
2017-10-13,38.45891424075531,56.28202989771833,6355.0
2017-10-14,39.08993702081052,56.38500821467689,7304.0
2017-10-15,38.94802156709279,55.9003652491521,11499.0
2017-10-16,40.00228567598364,54.47239091091896,14919.0
2017-10-17,38.96921229106196,56.26717045340807,9991.0
2017-10-18,39.194639811462864,58.93700187079375,41159.0
2017-10-19,38.665178658835046,56.62120411160058,10215.0
2017-10-20,37.391303273625695,58.0019394688079,8095.0
2017-10-21,37.38848232848233,57.56618156618157,7215.0
2017-10-22,37.58712686567164,57.31732879719051,9112.0
2017-10-23,39.064818168100196,55.99956994114984,13254.0
2017-10-24,37.67203769504094,56.877313455893706,12946.0
2017-10-25,39.189667092507705,58.381698855239094,39921.0
2017-10-26,38.537268493447414,57.66756742120654,18466.0
2017-10-27,37.50707040121121,57.592066616199844,6605.0
2017-10-28,37.93464805825243,56.68924453883495,6592.0
2017-10-29,37.84099930763905,57.45897761366259,8666.0
2017-10-30,39.41357653031108,55.71155185644295,16941.0
2017-10-31,39.157223332727604,56.428266400145375,11006.0
2017-11-01,40.357858631028,57.51542761319173,39358.0
2017-11-02,39.058480964945346,56.24072747832642,10612.0
2017-11-03,37.34059624108879,57.819533376539205,7715.0
2017-11-04,36.97525742426504,57.82530965527533,6701.0
2017-11-05,38.500479137552404,56.886504292273905,10018.0
2017-11-06,39.92676563202879,55.35609536662168,13338.0
2017-11-07,38.50466017582002,56.124302864164854,10579.0
2017-11-08,40.67544291606473,56.947778405879035,47763.0
2017-11-09,38.91468209276134,55.900982901607456,9767.0
2017-11-10,37.65935036266162,57.89908546199937,6342.0
2017-11-11,39.54368266405485,56.261684622918715,10210.0
2017-11-12,40.351980651065496,55.396993070989666,7649.0
2017-11-13,39.54128905610993,54.92671356126288,12226.0
2017-11-14,38.97344164974223,56.54516481799718,12802.0
2017-11-15,41.301385964340426,56.00259134913133,30679.0
2017-11-16,39.654040275299515,55.89852153963803,7846.0
2017-11-17,39.32347066167291,55.65649188514358,6408.0
2017-11-18,38.855257270693514,55.99264940875679,6258.0
2017-11-19,41.393838645722134,53.41302424889431,13114.0
2017-11-20,37.65789938217122,57.53303912915564,10197.0
2017-11-21,38.36587023235423,55.16222709338009,11405.0
2017-11-22,40.557733451298965,57.071744550792246,24866.0
2017-11-23,39.011995731056565,55.840277481323376,4685.0
2017-11-24,38.385933433776195,56.46534721271059,7301.0
2017-11-25,40.88456723245455,53.93176838810642,8307.0
2017-11-26,39.666301886792446,55.71348427672956,7950.0
2017-11-27,39.03874851013111,55.996924910607866,8390.0
2017-11-28,39.59361135758651,55.27671694764862,11270.0
2017-11-29,39.057603652386256,58.77859133620003,37674.0
2017-11-30,38.84203370036703,55.468335001668336,11988.0
2017-12-01,38.29237498177577,57.29499927103077,6859.0
2017-12-02,37.9150766343447,56.93789490147012,6394.0
2017-12-03,40.318496163682866,55.615130434782614,9775.0
2017-12-04,37.79625493212065,57.00078913930315,14953.0
2017-12-05,38.72039109266502,55.24789049405379,12529.0
2017-12-06,39.542093927165595,57.915542296932635,40393.0
2017-12-07,38.363029512146156,56.92988355751857,9962.0
2017-12-08,35.477474781066405,61.60029930162953,9021.0
2017-12-09,37.19780201619567,58.47481408031731,6051.0
2017-12-10,38.37410642300456,56.96980650362806,7442.0
2017-12-11,38.9671972711768,57.16601604446971,15831.0
2017-12-12,37.91711435752435,56.326712221174986,12732.0
2017-12-13,39.404365475773865,57.94134762828874,31433.0
2017-12-14,37.65384700298046,58.44036869411635,9059.0
2017-12-15,37.496240769747146,58.24504363392257,8938.0
2017-12-16,36.76344819189091,58.87137464994521,8213.0
2017-12-17,36.641310687939615,58.89229713501459,11658.0
2017-12-18,39.050567595459235,56.70693862684393,16473.0
2017-12-19,38.49312882421035,56.48247064660162,12094.0
2017-12-20,39.050993905452145,57.885909405369794,30355.0
2017-12-21,39.867739971074066,54.86743548755424,13137.0
2017-12-22,38.39796665311102,56.85776060729294,7377.0
2017-12-23,38.33187037910964,56.210633946830264,6357.0
2017-12-24,40.676798349056604,54.42082841981132,6784.0
2017-12-25,39.5306508355321,56.15070360598065,4548.0
2017-12-26,39.65678177676537,54.30201184510251,10975.0
2017-12-27,38.78262592367829,58.74451504658552,28013.0
2017-12-28,39.964226790624586,55.529618960324726,7637.0
2017-12-29,39.07161357546889,55.58971420065496,6718.0
2017-12-30,40.51606672519754,54.43214808311385,6834.0
2017-12-31,41.265348253907,53.99737603704419,5183.0
2018-01-01,38.344662772172065,55.46893255443441,1883.0
2018-01-02,41.60250376248461,53.37678204952798,7309.0
2018-01-03,43.82593381185727,53.411233694526885,28978.0
2018-01-04,41.22053248136315,54.06306709265175,4695.0
2018-01-05,43.34546944629411,53.03916918506377,19523.0
2018-01-06,42.108999383603866,53.17832340250668,4867.0
2018-01-07,40.9765671448882,54.697983714618076,7737.0
2018-01-08,39.34385318597353,56.032487378905714,7329.0
2018-01-09,40.82725092435295,54.405686019786145,10007.0
2018-01-10,43.336309348617455,53.85019363333591,25822.0
2018-01-11,42.602382360395374,52.981211455605305,11837.0
2018-01-12,42.29928143712576,53.397684630738524,5010.0
2018-01-13,41.74938725490196,53.10259395424837,4896.0
2018-01-14,41.046847431240266,54.87477944992216,7708.0
2018-01-15,38.77802498336906,54.10534407568926,13529.0
2018-01-16,41.54327697477199,53.94953864206091,18749.0
2018-01-17,42.390907402247606,55.4829386087118,32301.0
2018-01-18,39.791405389161575,56.51983371731944,9983.0
2018-01-19,40.50345632200671,55.68691847746828,6857.0
2018-01-20,40.10178217821782,55.58916291629163,11110.0
2018-01-21,39.171174863387975,56.64390278976129,13908.0
2018-01-22,40.029904682967256,57.2615167840862,12065.0
2018-01-23,39.82118937644342,55.746521362586606,13856.0
2018-01-24,40.53105265932212,57.411844394075175,37942.0
2018-01-25,39.77551348250143,56.13053356282272,8715.0
2018-01-26,40.92033319094404,53.87569414780008,9364.0
2018-01-27,39.96073367022272,55.444207374134386,5343.0
2018-01-28,40.00049757281553,55.864065533980586,8240.0
2018-01-29,41.43861177884616,54.22716346153846,6656.0
2018-01-30,41.704492753623185,52.788532608695654,11040.0
2018-01-31,44.44888491008189,54.28102372363675,37979.0
2018-02-01,44.626948687818256,51.90068155111634,12765.0
2018-02-02,42.859548098007444,54.071188864524736,10489.0
2018-02-03,40.733043623600196,53.82303192378406,5983.0
2018-02-04,42.69383198437064,52.980979626011724,14332.0
2018-02-05,42.871906192460514,52.67706173078786,10319.0
2018-02-06,42.382798222818344,53.114125241009305,11929.0
2018-02-07,43.8118601930389,53.957374754523045,47866.0
2018-02-08,44.702875123395856,51.86074777887463,8104.0
2018-02-09,42.80121779859485,53.21995316159251,6405.0
2018-02-10,41.96525494566731,52.1985789913625,7178.0
2018-02-11,43.13942798774259,53.12731035965808,18601.0
2018-02-12,43.33699865902719,51.55666219675728,8203.0
2018-02-13,41.121323630372096,54.741377179733625,14566.0
2018-02-14,43.26478990520113,54.58658083525493,31224.0
2018-02-15,41.402563733256514,52.83124009794037,6943.0
2018-02-16,41.53520923520924,53.77447691197691,5544.0
2018-02-17,40.65730880929332,54.340561471442406,4132.0
2018-02-18,41.176775170325506,54.950688872066614,6605.0
2018-02-19,42.09804659238894,54.49382144407466,13822.0
2018-02-20,42.17708089097304,53.11946072684642,13648.0
2018-02-21,42.79445271275876,55.084835610878095,36955.0
2018-02-22,42.298769733260755,53.848927599346766,9185.0
2018-02-23,41.65686274509804,54.97335966188596,14433.0
2018-02-24,41.67903558535327,54.19981949458483,7756.0
2018-02-25,42.535941619585685,52.78428436911488,10620.0
2018-02-26,44.049762989972656,51.514530537830446,10970.0
2018-02-27,42.82818675352877,52.52094462540717,9210.0
2018-02-28,43.477419808864305,54.70992835930133,71049.0
2018-03-01,41.467363597307745,54.515079478734066,6983.0
2018-03-02,40.70317937701397,54.94891514500537,4655.0
2018-03-03,41.93001492219143,52.618865913451295,4691.0
2018-03-04,42.65557267591166,52.6295197740113,7788.0
2018-03-05,41.727203723594705,53.31873970640888,13965.0
2018-03-06,41.69511489992587,52.3188361749444,13490.0
2018-03-07,43.16538685179638,54.93968600778813,56753.0
2018-03-08,42.31162555161687,53.68308616074658,13823.0
2018-03-09,40.05535254445126,54.194874310239115,8155.0
2018-03-10,40.869197443951045,52.92351348424131,9233.0
2018-03-11,42.34449238704558,54.256102762485746,20163.0
2018-03-12,43.43766410701016,52.66678226405747,8074.0
2018-03-13,41.496105199759086,53.51461553904838,9962.0
2018-03-14,44.24532271954938,53.684174755021765,42963.0
2018-03-15,41.24576954069299,54.96341659951652,6205.0
2018-03-16,40.531564076690216,55.22284561049445,4955.0
2018-03-17,41.040410081161895,53.833974085148796,7023.0
2018-03-18,41.7913315821378,54.08589614063447,9898.0
2018-03-19,43.08432516530533,53.33858420847919,10284.0
2018-03-20,40.891725660348634,52.40299155058232,13137.0
2018-03-21,43.7483915149773,53.92887833005013,118279.0
2018-03-22,40.648798988622,55.15975558364939,9492.0
2018-03-23,41.32958842152872,55.51413839891451,11055.0
2018-03-24,40.12779841505696,55.5795814759782,8076.0
2018-03-25,40.47618319499053,55.254303189165576,13734.0
2018-03-26,40.45776255707762,55.78068973804374,8322.0
2018-03-27,41.176702127659574,53.422508865248226,11280.0
2018-03-28,43.867224371083324,54.60589487571587,33351.0
2018-03-29,42.57356335237207,54.316202354586785,8579.0
2018-03-30,41.24679562329035,54.40533411488863,5118.0
2018-03-31,40.2092778000267,54.678400747563735,7491.0
2018-04-01,41.82656844106464,53.99752851711027,10520.0
2018-04-02,42.46495975737781,53.2252886970722,8573.0
2018-04-03,41.490687408030276,53.49083455959639,9514.0
2018-04-04,43.27384414505312,54.66517894237047,33698.0
2018-04-05,41.2163316252792,54.78810931546447,7611.0
2018-04-06,39.87423288749016,55.370574350904796,5084.0
2018-04-07,41.051797663604404,53.5217761143246,8817.0
2018-04-08,42.19513629369092,55.12140580347329,18196.0
2018-04-09,41.36697879372074,54.08234646103002,7262.0
2018-04-10,42.02522198731501,53.0468287526427,9460.0
2018-04-11,43.93145603835169,54.13820940432477,39216.0
2018-04-12,42.806442757952524,53.42974325851768,6193.0
2018-04-13,43.11272727272727,53.81548070634401,15290.0
2018-04-14,41.93502981260647,54.278747870528115,4696.0
2018-04-15,42.532069367154136,53.78492299728225,7727.0
2018-04-16,40.89792138705546,54.751374248842474,10151.0
2018-04-17,40.90133654103181,55.114735364875706,14964.0
2018-04-18,44.330468381867874,53.78279851097918,42444.0
2018-04-19,43.15958091609663,53.97139146246428,11549.0
2018-04-20,39.98265916285614,54.82641575800211,5686.0
2018-04-21,41.36750164798945,52.92014941771039,4551.0
2018-04-22,41.72726426076833,53.93756693830035,8590.0
2018-04-23,42.4906687781703,53.54527957120234,8209.0
2018-04-24,41.58256208119827,53.50434371304691,12685.0
2018-04-25,45.163796873066296,52.73555546388351,24241.0
2018-04-26,41.52417800079228,54.71151459131124,7573.0
2018-04-27,40.8298927118017,54.226304106548284,5406.0
2018-04-28,41.96373114876187,52.78968534723516,5371.0
2018-04-29,43.10664576046315,52.74632734290194,8291.0
2018-04-30,42.69376876267748,51.99741176470588,12325.0
2018-05-01,43.95636103393113,51.29738991327776,11877.0
2018-05-02,45.309124087591236,52.257461753824614,40004.0
2018-05-03,47.94206549118388,48.875721759348956,5161.0
2018-05-04,45.20785990633272,51.927061698228464,9822.0
2018-05-05,43.910236585743,51.80071130354106,6467.0
2018-05-06,43.72994805194805,52.04906493506493,7700.0
2018-05-07,43.96768292682927,52.4822974036192,5084.0
2018-05-08,43.348187414500686,51.01910624715003,8772.0
2018-05-09,44.680127552150225,53.69880419859162,22579.0
2018-05-10,44.13279231011661,51.07685156003781,6346.0
2018-05-11,44.73735150244584,52.50174703004892,2862.0
2018-05-12,43.245031937544354,51.12695173882186,5636.0
2018-05-13,44.337671018929214,53.375435746860745,16007.0
2018-05-14,43.87045739348371,51.851211361737676,9576.0
2018-05-15,43.03941183417976,51.72728239045707,8467.0
2018-05-16,45.159916284208734,52.43393889172191,47064.0
2018-05-17,41.640384185838734,54.02092919365647,8954.0
2018-05-18,43.95897094108237,52.12319381498266,3751.0
2018-05-19,44.202721999107546,52.73248549754574,4482.0
2018-05-20,42.527554383651946,53.528503625576796,7585.0
2018-05-21,44.325312701482915,52.34460348162476,15510.0
2018-05-22,42.76633010680908,52.600267022696926,11984.0
2018-05-23,45.58656337478028,52.20325174142309,30722.0
2018-05-24,45.953691076193294,51.9853839312185,6746.0
2018-05-25,44.454688980107356,52.5,3167.0
2018-05-26,44.6517283647953,53.45122579063496,8158.0
2018-05-27,42.4178381256656,53.39945420660277,7512.0
2018-05-28,41.06649937264743,53.7587452948557,7970.0
2018-05-29,42.55886385274516,51.938483021263096,15755.0
2018-05-30,44.709992071953856,52.56433472757593,36579.0
2018-05-31,42.999636891793756,52.2056333644569,9639.0
2018-06-01,41.86404262633207,53.18241663801994,5818.0
2018-06-02,42.13681952266023,54.045079109680884,3729.0
2018-06-03,42.17652882205514,52.93874686716792,7980.0
