politician/institution,date,answer,pct_estimate,lo,hi
Congress,2021-07-04,Approve,26.430722564415788,18.98686964166656,33.87457548716502
Congress,2021-07-04,Disapprove,59.697051983879476,50.63864431575536,68.7554596520036
Congress,2021-07-03,Approve,26.424345068547765,18.980492145798536,33.868197991296995
Congress,2021-07-03,Disapprove,59.706163575989095,50.647755907864976,68.76457124411321
Congress,2021-07-02,Approve,26.417104219508047,18.938685518466016,33.89552292055008
Congress,2021-07-02,Disapprove,59.717885338159064,50.67352214672769,68.76224852959044
Congress,2021-07-01,Approve,26.396905908040168,18.92089988683445,33.87291192924589
Congress,2021-07-01,Disapprove,59.722220833956406,50.68137701430801,68.7630646536048
Congress,2021-06-30,Approve,26.38526006324111,18.909254287014072,33.861265839468146
Congress,2021-06-30,Disapprove,59.66629035175025,50.62544656140988,68.70713414209062
Congress,2021-06-29,Approve,26.37609613729584,18.90011260837408,33.8520796662176
Congress,2021-06-29,Disapprove,59.68152263523631,50.640671464459196,68.72237380601342
Congress,2021-06-28,Approve,27.47226593714383,20.068072567522414,34.87645930676525
Congress,2021-06-28,Disapprove,60.80295765500721,51.788495987499516,69.81741932251491
Congress,2021-06-27,Approve,27.515368705401773,20.111175335780356,34.919562075023194
Congress,2021-06-27,Disapprove,60.834009518415314,51.81954785090762,69.84847118592302
Congress,2021-06-26,Approve,27.513300987958672,20.071728066549355,34.95487390936799
Congress,2021-06-26,Disapprove,60.85163358541816,51.83108469676971,69.87218247406662
Congress,2021-06-25,Approve,27.513300986475237,20.071728065307205,34.95487390764327
Congress,2021-06-25,Disapprove,60.87600499443275,51.85762838140477,69.89438160746072
Congress,2021-06-24,Approve,27.51330139575861,20.071728928744932,34.95487386277229
Congress,2021-06-24,Disapprove,60.90724483541879,51.888867611259144,69.92562205957843
Congress,2021-06-23,Approve,27.510572145591897,20.069037754625327,34.95210653655847
Congress,2021-06-23,Disapprove,60.95159287189515,51.933055911823814,69.97012983196649
Congress,2021-06-22,Approve,26.528837434060456,19.094905013372085,33.96276985474883
Congress,2021-06-22,Disapprove,58.32477852443266,49.431225811274814,67.2183312375905
Congress,2021-06-21,Approve,27.049938575240915,19.6813292763031,34.41854787417873
Congress,2021-06-21,Disapprove,58.9630227797878,50.09549560626695,67.83054995330865
Congress,2021-06-20,Approve,27.049938575240013,19.681329276302417,34.41854787417761
Congress,2021-06-20,Disapprove,58.95403164487149,50.092670700738125,67.81539258900486
Congress,2021-06-19,Approve,27.049938767023306,19.681329431283842,34.41854810276277
Congress,2021-06-19,Disapprove,58.95402914975999,50.09267150146595,67.81538679805402
Congress,2021-06-18,Approve,27.041156361091225,19.672508311342046,34.40980441084041
Congress,2021-06-18,Disapprove,58.965707899412244,50.10497974086006,67.82643605796443
Congress,2021-06-17,Approve,26.8012195972119,19.42840404213428,34.17403515228953
Congress,2021-06-17,Disapprove,55.8438669751435,46.98420984975163,64.70352410053536
Congress,2021-06-16,Approve,26.6909605000723,19.58595885903901,33.79596214110559
Congress,2021-06-16,Disapprove,55.98377819160993,47.183951757735635,64.78360462548423
Congress,2021-06-15,Approve,26.67493677544735,19.54348730523736,33.806386245657336
Congress,2021-06-15,Disapprove,55.989581521355845,47.20559123613054,64.77357180658115
Congress,2021-06-14,Approve,28.609494064852548,21.520111512179472,35.69887661752563
Congress,2021-06-14,Disapprove,55.03640816777976,46.207154493004445,63.86566184255508
Congress,2021-06-13,Approve,30.93796353259002,23.97823322375546,37.897693841424584
Congress,2021-06-13,Disapprove,54.65882800908653,45.79873912425914,63.51891689391391
Congress,2021-06-12,Approve,30.937963532590025,23.978233223755463,37.89769384142459
Congress,2021-06-12,Disapprove,54.65882800908653,45.79873912425914,63.51891689391391
Congress,2021-06-11,Approve,30.924192993481714,23.953763148569465,37.894622838393964
Congress,2021-06-11,Disapprove,54.73478868690857,45.92517722184522,63.54440015197193
Congress,2021-06-10,Approve,30.92419299348279,23.95376314857033,37.89462283839525
Congress,2021-06-10,Disapprove,54.72466009155372,45.920546933508845,63.5287732495986
Congress,2021-06-09,Approve,30.925889540949424,23.955459682998402,37.896319398900445
Congress,2021-06-09,Disapprove,54.72580839412552,45.92169524483056,63.529921543420485
Congress,2021-06-08,Approve,30.925804439588973,23.95536409589304,37.89624478328491
Congress,2021-06-08,Disapprove,54.72581303845732,45.921702828263136,63.5299232486515
Congress,2021-06-07,Approve,32.23188163473293,25.30901411010348,39.15474915936238
Congress,2021-06-07,Disapprove,54.353472633722674,45.557900121807975,63.14904514563737
Congress,2021-06-06,Approve,28.684137085291,21.67901535264309,35.68925881793891
Congress,2021-06-06,Disapprove,54.4775360160055,45.695014173416986,63.26005785859402
Congress,2021-06-05,Approve,28.684137085290992,21.679015352643084,35.6892588179389
Congress,2021-06-05,Disapprove,54.4775360160055,45.695014173416986,63.26005785859402
Congress,2021-06-04,Approve,28.645592381737202,21.586740298795704,35.7044444646787
Congress,2021-06-04,Disapprove,54.510605288940496,45.709704117660436,63.311506460220556
Congress,2021-06-03,Approve,28.6455923817372,21.5867402987957,35.7044444646787
Congress,2021-06-03,Disapprove,54.510605288940496,45.709704117660436,63.311506460220556
Congress,2021-06-02,Approve,28.640331699494844,21.58147961038898,35.699183788600706
Congress,2021-06-02,Disapprove,54.512097558654574,45.71119638625625,63.3129987310529
Congress,2021-06-01,Approve,29.873495837936485,22.83031461874235,36.91667705713062
Congress,2021-06-01,Disapprove,54.69222690113382,45.9040549675125,63.48039883475514
Congress,2021-05-31,Approve,29.678559964393223,22.6926715284948,36.66444840029165
Congress,2021-05-31,Disapprove,54.16330986400206,45.38120999696235,62.94540973104177
Congress,2021-05-30,Approve,29.766121296294052,22.78617928996223,36.74606330262587
Congress,2021-05-30,Disapprove,54.090605567463804,45.31682886435573,62.86438227057188
Congress,2021-05-29,Approve,29.76590621406463,22.785964207732807,36.74584822039645
Congress,2021-05-29,Disapprove,54.090605567463804,45.31682886435573,62.86438227057188
Congress,2021-05-28,Approve,29.709281680932087,22.7500476195889,36.668515742275275
Congress,2021-05-28,Disapprove,54.171754913099925,45.37970594671927,62.96380387948058
Congress,2021-05-27,Approve,29.709026183866936,22.74979212252412,36.66826024520975
Congress,2021-05-27,Disapprove,54.15885592449814,45.37268993381405,62.94502191518223
Congress,2021-05-26,Approve,29.716041769342254,22.756807768278478,36.67527577040603
Congress,2021-05-26,Disapprove,54.1636427981912,45.37747679212161,62.94980880426078
Congress,2021-05-25,Approve,29.714127764660923,22.754900439886214,36.67335508943563
Congress,2021-05-25,Disapprove,54.16426112753382,45.378099248816014,62.950423006251626
Congress,2021-05-24,Approve,30.448427279043962,23.519485348606576,37.37736920948135
Congress,2021-05-24,Disapprove,53.770357454812334,45.02084138392354,62.51987352570113
Congress,2021-05-23,Approve,30.44651570030556,23.51743808294293,37.37559331766819
Congress,2021-05-23,Disapprove,53.80011347090999,45.01054714986274,62.589679791957245
Congress,2021-05-22,Approve,30.446979929539474,23.517902312177117,37.376057546901826
Congress,2021-05-22,Disapprove,53.79276089867759,45.00634141891009,62.579180378445095
Congress,2021-05-21,Approve,30.447441919837516,23.51836431647979,37.37651952319524
Congress,2021-05-21,Disapprove,53.79276138335469,45.00634190566093,62.57918086104844
Congress,2021-05-20,Approve,30.450216965034745,23.521140479497365,37.37929345057212
Congress,2021-05-20,Disapprove,53.79021220637759,45.0037933778067,62.57663103494848
Congress,2021-05-19,Approve,30.177098663180807,23.312957110504808,37.0412402158568
Congress,2021-05-19,Disapprove,52.916812332437516,44.148945719962796,61.684678944912235
Congress,2021-05-18,Approve,29.82237309581395,22.95825151215372,36.68649467947418
Congress,2021-05-18,Disapprove,52.8088399827048,44.04098123552054,61.57669872988905
Congress,2021-05-17,Approve,30.143397522517645,23.289598390265834,36.99719665476945
Congress,2021-05-17,Disapprove,53.58241164354271,44.80035637097404,62.36446691611138
Congress,2021-05-16,Approve,30.22897648078265,23.375177348530837,37.08277561303446
Congress,2021-05-16,Disapprove,53.58835110492983,44.80629583236116,62.3704063774985
Congress,2021-05-15,Approve,30.227250055987867,23.373450923736055,37.081049188239675
Congress,2021-05-15,Disapprove,53.58835110492983,44.80629583236116,62.3704063774985
Congress,2021-05-14,Approve,30.225439497011727,23.371640364759916,37.07923862926354
Congress,2021-05-14,Disapprove,53.58835110492983,44.80629583236116,62.3704063774985
Congress,2021-05-13,Approve,30.22345213814046,23.369653005888647,37.07725127039227
Congress,2021-05-13,Disapprove,53.58835110492983,44.80629583236116,62.3704063774985
Congress,2021-05-12,Approve,30.35233473182499,23.510718552890918,37.19395091075906
Congress,2021-05-12,Disapprove,53.561410805903876,44.73585395089982,62.38696766090793
Congress,2021-05-11,Approve,30.156997684250072,23.25758659294123,37.056408775558914
Congress,2021-05-11,Disapprove,53.569204386691325,44.843406694497794,62.295002078884856
Congress,2021-05-10,Approve,30.7530710799487,23.846732402481578,37.65940975741582
Congress,2021-05-10,Disapprove,53.731176830579784,44.99668506974588,62.46566859141369
Congress,2021-05-09,Approve,30.905785401048966,24.062441226019402,37.74912957607853
Congress,2021-05-09,Disapprove,53.682998915971,44.91575957932964,62.45023825261236
Congress,2021-05-08,Approve,30.934348080154017,24.11200857977332,37.75668758053472
Congress,2021-05-08,Disapprove,53.62871231836944,44.918996990826514,62.33842764591236
Congress,2021-05-07,Approve,30.972263486648497,24.168208213933802,37.77631875936319
Congress,2021-05-07,Disapprove,53.56361844521428,44.762316299994836,62.36492059043373
Congress,2021-05-06,Approve,30.972264820185632,24.168209547470937,37.77632009290033
Congress,2021-05-06,Disapprove,53.56361844521428,44.762316299994836,62.36492059043373
Congress,2021-05-05,Approve,30.88646324028238,24.03179119920487,37.74113528135989
Congress,2021-05-05,Disapprove,53.60844454372989,44.86493748474669,62.351951602713086
Congress,2021-05-04,Approve,30.886462397172323,24.03178937064274,37.741135423701905
Congress,2021-05-04,Disapprove,53.59990140492717,44.85987459786969,62.33992821198464
Congress,2021-05-03,Approve,31.503105549121777,24.640777888707973,38.36543320953558
Congress,2021-05-03,Disapprove,54.44087771142496,45.69625930933862,63.1854961135113
Congress,2021-05-02,Approve,31.431260551981737,24.525179739720286,38.33734136424319
Congress,2021-05-02,Disapprove,54.517913274311454,45.79526269058646,63.240563858036445
Congress,2021-05-01,Approve,31.515956029860202,24.665551272287956,38.36636078743245
Congress,2021-05-01,Disapprove,54.47911757000509,45.773116466150924,63.18511867385925
Congress,2021-04-30,Approve,31.50453954242487,24.65287107878271,38.35620800606703
Congress,2021-04-30,Disapprove,54.48564861698539,45.78902025754109,63.182276976429684
Congress,2021-04-29,Approve,31.50807719018509,24.6564256264292,38.359728753940985
Congress,2021-04-29,Disapprove,54.48060564542776,45.78584794644153,63.17536334441399
Congress,2021-04-28,Approve,30.8845768998225,24.171988592599313,37.597165207045684
Congress,2021-04-28,Disapprove,55.74192763127175,47.066666551626426,64.41718871091707
Congress,2021-04-27,Approve,30.620074467215424,23.904237405077588,37.33591152935326
Congress,2021-04-27,Disapprove,55.60512692063228,46.91852650147446,64.2917273397901
Congress,2021-04-26,Approve,30.486119837863033,23.785980472771946,37.18625920295412
Congress,2021-04-26,Disapprove,55.83560800339163,47.132604750149255,64.538611256634
Congress,2021-04-25,Approve,29.782412482350665,23.06392871168409,36.500896253017245
Congress,2021-04-25,Disapprove,54.70319748983367,46.03372537567193,63.37266960399541
Congress,2021-04-24,Approve,29.882892391021315,23.175743853997268,36.59004092804536
Congress,2021-04-24,Disapprove,54.71748444132073,46.059143723233944,63.37582515940751
Congress,2021-04-23,Approve,29.806175257556543,23.072134664120142,36.540215850992944
Congress,2021-04-23,Disapprove,54.496241468153784,45.66405464494345,63.32842829136412
Congress,2021-04-22,Approve,29.806194564916957,23.072153972774124,36.54023515705979
Congress,2021-04-22,Disapprove,54.49624142736485,45.664054630712144,63.32842822401756
Congress,2021-04-21,Approve,28.99067785869804,22.256638608126078,35.72471710927
Congress,2021-04-21,Disapprove,54.29099061691681,45.45880939659597,63.12317183723765
Congress,2021-04-20,Approve,29.17850298620469,22.36596876153873,35.99103721087065
Congress,2021-04-20,Disapprove,53.55860072581149,44.79731193033931,62.31988952128366
Congress,2021-04-19,Approve,28.99562420392553,22.1803902968038,35.81085811104726
Congress,2021-04-19,Disapprove,54.02858328192907,45.26041790281552,62.79674866104263
Congress,2021-04-18,Approve,29.083863708025085,22.32364556673291,35.84408184931726
Congress,2021-04-18,Disapprove,54.01509865741605,45.281478215196415,62.74871909963568
Congress,2021-04-17,Approve,29.08300506411,22.322786922817826,35.843223205402175
Congress,2021-04-17,Disapprove,54.01509865741603,45.2814782151964,62.748719099635665
Congress,2021-04-16,Approve,29.174927690772513,22.41209477747459,35.937760604070434
Congress,2021-04-16,Disapprove,53.979361224066764,45.27452161519718,62.68420083293635
Congress,2021-04-15,Approve,29.096803998798812,22.37795864146339,35.81564935613424
Congress,2021-04-15,Disapprove,54.03362842560783,45.33914071463178,62.72811613658388
Congress,2021-04-14,Approve,29.09567053735526,22.37682517374475,35.81451590096577
Congress,2021-04-14,Disapprove,54.03095519925813,45.33888967724379,62.72302072127247
Congress,2021-04-13,Approve,29.150540271879706,22.44302042040534,35.85806012335407
Congress,2021-04-13,Disapprove,53.893430807305876,45.08564885377035,62.7012127608414
Congress,2021-04-12,Approve,30.465997453238764,23.76815594702989,37.16383895944764
Congress,2021-04-12,Disapprove,53.221780070828586,44.437405340016824,62.00615480164035
Congress,2021-04-11,Approve,29.452916157812673,22.768836761263337,36.13699555436201
Congress,2021-04-11,Disapprove,53.135184174754016,44.437353608697556,61.833014740810476
Congress,2021-04-10,Approve,29.44986713987567,22.762691545045932,36.13704273470541
Congress,2021-04-10,Disapprove,53.137692387607174,44.44881219396158,61.82657258125277
Congress,2021-04-09,Approve,29.450089335132944,22.762913740303297,36.13726492996259
Congress,2021-04-09,Disapprove,53.129729194262644,44.447019956420384,61.812438432104905
Congress,2021-04-08,Approve,29.49639175050369,22.84367426433394,36.14910923667344
Congress,2021-04-08,Disapprove,52.99176829038401,44.28700114998091,61.69653543078711
Congress,2021-04-07,Approve,29.49441768003362,22.84170019585959,36.14713516420765
Congress,2021-04-07,Disapprove,52.99028566905604,44.28551856773605,61.69505277037604
Congress,2021-04-06,Approve,29.492457398088824,22.839742295916537,36.14517250026111
Congress,2021-04-06,Disapprove,52.988669792834294,44.28391369264304,61.69342589302555
Congress,2021-04-05,Approve,29.45400649926365,22.759777000134953,36.148235998392344
Congress,2021-04-05,Disapprove,53.33637135748049,44.64815910985249,62.02458360510848
Congress,2021-04-04,Approve,29.540286921129606,22.846057422009302,36.23451642024991
Congress,2021-04-04,Disapprove,53.40402488571837,44.717926906555036,62.09012286488171
Congress,2021-04-03,Approve,29.5407587191578,22.846529220037496,36.234988218278104
Congress,2021-04-03,Disapprove,53.40402488571837,44.717926906555036,62.09012286488171
Congress,2021-04-02,Approve,29.334262543896088,22.427204508019337,36.24132057977284
Congress,2021-04-02,Disapprove,53.40333845038222,44.70233374966059,62.104343151103855
Congress,2021-04-01,Approve,29.537694756241137,22.87005168073698,36.2053378317453
Congress,2021-04-01,Disapprove,53.36214897546533,44.67141720543919,62.05288074549147
Congress,2021-03-31,Approve,29.537371101009533,22.86972802610064,36.20501417591843
Congress,2021-03-31,Disapprove,53.360108615876314,44.66937687014479,62.05084036160784
Congress,2021-03-30,Approve,29.537040085107375,22.869396284326697,36.20468388588805
Congress,2021-03-30,Disapprove,53.35808594444751,44.66735986290405,62.04881202599097
Congress,2021-03-29,Approve,30.115579501453592,23.2184392721743,37.01271973073288
Congress,2021-03-29,Disapprove,53.59413192179525,44.86289671657562,62.325367127014886
Congress,2021-03-28,Approve,30.119337654539617,23.222197425260326,37.01647788381891
Congress,2021-03-28,Disapprove,53.59413192179526,44.86289671657563,62.32536712701489
Congress,2021-03-27,Approve,30.12421597211884,23.249486656037714,36.99894528819996
Congress,2021-03-27,Disapprove,53.567833725333955,44.840520076185406,62.295147374482504
Congress,2021-03-26,Approve,30.128388745513632,23.253658803859132,37.00311868716813
Congress,2021-03-26,Disapprove,53.56766532237727,44.84035166916581,62.294978975588734
Congress,2021-03-25,Approve,30.13468509830693,23.246229693611426,37.02314050300244
Congress,2021-03-25,Disapprove,53.57047074110621,44.8560785912111,62.284862891001325
Congress,2021-03-24,Approve,30.478516326986366,23.675890282043614,37.281142371929114
Congress,2021-03-24,Disapprove,53.54761557035019,44.81134255750524,62.283888583195136
Congress,2021-03-23,Approve,30.398576360617586,23.592091356643493,37.20506136459168
Congress,2021-03-23,Disapprove,53.54271595108424,44.7976445030225,62.287787399145984
Congress,2021-03-22,Approve,31.155448867292098,24.331889745586956,37.97900798899724
Congress,2021-03-22,Disapprove,53.105728297712986,44.35867607586833,61.85278051955764
Congress,2021-03-21,Approve,31.16576211558764,24.3422029938825,37.989321237292785
Congress,2021-03-21,Disapprove,53.10572829771297,44.35867607586832,61.852780519557626
Congress,2021-03-20,Approve,31.17808551825271,24.35452639654757,38.00164463995785
Congress,2021-03-20,Disapprove,53.105390326273984,44.35833810442932,61.852442548118646
Congress,2021-03-19,Approve,31.33365695606915,24.539866588905404,38.12744732323289
Congress,2021-03-19,Disapprove,53.10893000803432,44.354427607547855,61.86343240852079
Congress,2021-03-18,Approve,31.12729800180608,24.259194448501272,37.99540155511089
Congress,2021-03-18,Disapprove,53.17957772621722,44.40519513497031,61.95396031746412
Congress,2021-03-17,Approve,31.14361047085446,24.27513004121236,38.01209090049656
Congress,2021-03-17,Disapprove,53.171974111341854,44.39862115037802,61.94532707230569
Congress,2021-03-16,Approve,30.254840553084463,23.479786909352377,37.02989419681655
Congress,2021-03-16,Disapprove,54.01020057881363,45.208209802452224,62.81219135517504
Congress,2021-03-15,Approve,30.296087033250508,23.51842476466429,37.07374930183673
Congress,2021-03-15,Disapprove,54.31963440997386,45.62410913061967,63.015159689328044
Congress,2021-03-14,Approve,27.562065935733976,20.835807495029393,34.28832437643856
Congress,2021-03-14,Disapprove,54.02564400594859,45.24994912036522,62.80133889153196
Congress,2021-03-13,Approve,27.562532942107524,20.83627450140294,34.28879138281211
Congress,2021-03-13,Disapprove,54.025256367070966,45.249561481487596,62.800951252654336
Congress,2021-03-12,Approve,27.562532942107524,20.83627450140294,34.28879138281211
Congress,2021-03-12,Disapprove,54.02525636707097,45.2495614814876,62.80095125265434
Congress,2021-03-11,Approve,27.494346036115296,20.77007059056487,34.21862148166572
Congress,2021-03-11,Disapprove,54.08075750543834,45.288458019994216,62.87305699088247
Congress,2021-03-10,Approve,27.49512545621491,20.771085417045917,34.219165495383905
Congress,2021-03-10,Disapprove,54.072896196055666,45.28239090258444,62.86340148952689
Congress,2021-03-09,Approve,27.495614723036326,20.77154169772237,34.21968774835028
Congress,2021-03-09,Disapprove,54.07261721667493,45.28217846255778,62.863055970792075
Congress,2021-03-08,Approve,27.767543633640372,21.07547194768719,34.45961531959355
Congress,2021-03-08,Disapprove,54.29894729395935,45.62849244385728,62.96940214406142
Congress,2021-03-07,Approve,26.227687755779307,19.7007189823816,32.75465652917701
Congress,2021-03-07,Disapprove,56.662371907319965,47.97196538817316,65.35277842646677
Congress,2021-03-06,Approve,26.149329567605164,19.582872097483545,32.715787037726784
Congress,2021-03-06,Disapprove,56.680129084725614,48.08295183799369,65.27730633145754
Congress,2021-03-05,Approve,26.14249292929698,19.576902202279264,32.7080836563147
Congress,2021-03-05,Disapprove,56.67915564273146,48.08279981387743,65.27551147158549
Congress,2021-03-04,Approve,26.14365289455111,19.57806216753339,32.70924362156883
Congress,2021-03-04,Disapprove,56.67868744344587,48.08233161459184,65.2750432722999
Congress,2021-03-03,Approve,26.150173525490597,19.584581772056687,32.71576527892451
Congress,2021-03-03,Disapprove,56.67693144639617,48.08057562147824,65.2732872713141
Congress,2021-03-02,Approve,26.156766844944997,19.590856020219892,32.722677669670105
Congress,2021-03-02,Disapprove,56.67495798289079,48.07860467335256,65.27131129242902
Congress,2021-03-01,Approve,25.809387979285972,19.277378392035196,32.34139756653675
Congress,2021-03-01,Disapprove,57.384760532788775,48.66051662151182,66.10900444406573
Congress,2021-02-28,Approve,24.069014959084313,17.518402679869638,30.61962723829899
Congress,2021-02-28,Disapprove,56.908699615635975,48.182230254339906,65.63516897693204
Congress,2021-02-27,Approve,24.068024543908322,17.517496942087917,30.618552145728728
Congress,2021-02-27,Disapprove,56.953591994279314,48.228372232397916,65.67881175616071
Congress,2021-02-26,Approve,24.07177974733323,17.521252145512825,30.622307349153637
Congress,2021-02-26,Disapprove,56.95273069037397,48.22751092849256,65.67795045225537
Congress,2021-02-25,Approve,24.075586727916928,17.525059126096522,30.626114329737334
Congress,2021-02-25,Disapprove,56.95221110905227,48.226991347170866,65.67743087093368
Congress,2021-02-24,Approve,24.084303049693666,17.53377544787326,30.634830651514072
Congress,2021-02-24,Disapprove,56.94943395195319,48.22421419007179,65.67465371383459
Congress,2021-02-23,Approve,24.08880257289662,17.538274097136107,30.63933104865713
Congress,2021-02-23,Disapprove,56.9484974063293,48.22327763646077,65.67371717619784
Congress,2021-02-22,Approve,24.007317047793997,17.479066530583154,30.53556756500484
Congress,2021-02-22,Disapprove,56.94232716959229,48.21652324711173,65.66813109207285
Congress,2021-02-21,Approve,24.731511573060533,18.218708938994382,31.244314207126685
Congress,2021-02-21,Disapprove,56.71494219374628,47.966572254462186,65.46331213303039
Congress,2021-02-20,Approve,24.733935422084052,18.2211327880179,31.246738056150203
Congress,2021-02-20,Disapprove,56.713493937869714,47.96512399858562,65.46186387715382
Congress,2021-02-19,Approve,24.73696170582098,18.22415863219824,31.249764779443723
Congress,2021-02-19,Disapprove,56.71168624605251,47.96331631832038,65.46005617378464
Congress,2021-02-18,Approve,24.739972302284123,18.227152801578562,31.252791802989684
Congress,2021-02-18,Disapprove,56.709898058573145,47.961507575358816,65.45828854178748
Congress,2021-02-17,Approve,24.20209888894486,17.77606403013277,30.62813374775695
Congress,2021-02-17,Disapprove,56.89171938462325,48.17056017769341,65.61287859155308
Congress,2021-02-16,Approve,24.223335171372128,17.781851361654027,30.664818981090228
Congress,2021-02-16,Disapprove,56.88023411935148,48.18284550754946,65.5776227311535
Congress,2021-02-15,Approve,21.583485641254164,15.172466461260514,27.994504821247816
Congress,2021-02-15,Disapprove,57.403445586107125,48.69758604368742,66.10930512852683
Congress,2021-02-14,Approve,21.56859839460834,15.161979610530125,27.975217178686556
Congress,2021-02-14,Disapprove,57.3769866059141,48.67245101740014,66.08152219442806
Congress,2021-02-13,Approve,21.606037207304695,15.20250507179577,28.00956934281362
Congress,2021-02-13,Disapprove,57.347835794088155,48.63603394404171,66.0596376441346
Congress,2021-02-12,Approve,21.61106162828812,15.207529492779194,28.014593763797045
Congress,2021-02-12,Disapprove,57.34382815069563,48.63202630064919,66.05563000074207
Congress,2021-02-11,Approve,21.6117729596112,15.168871702785935,28.054674216436467
Congress,2021-02-11,Disapprove,57.33832793640818,48.6041721337675,66.07248373904886
Congress,2021-02-10,Approve,21.627120002166585,15.184249765078885,28.069990239254285
Congress,2021-02-10,Disapprove,57.32252939280093,48.59511671849002,66.04994206711184
Congress,2021-02-09,Approve,21.54593341826608,15.103062900541168,27.988803935990994
Congress,2021-02-09,Disapprove,57.28168661813569,48.554292351514405,66.00908088475697
Congress,2021-02-08,Approve,21.223024579280448,14.792773569701172,27.653275588859724
Congress,2021-02-08,Disapprove,58.77186925096785,50.044628652499455,67.49910984943625
Congress,2021-02-07,Approve,21.428031685673254,15.019534045035861,27.836529326310647
Congress,2021-02-07,Disapprove,58.845172071749424,50.12997606895549,67.56036807454336
Congress,2021-02-06,Approve,21.458678733398568,15.055682741670408,27.861674725126726
Congress,2021-02-06,Disapprove,58.85427573061325,50.140876358086345,67.56767510314016
Congress,2021-02-05,Approve,21.49243778846271,15.067753798537012,27.917121778388406
Congress,2021-02-05,Disapprove,58.87220225724428,50.16878809497823,67.57561641951034
Congress,2021-02-04,Approve,21.68539320475103,15.307125831238244,28.063660578263814
Congress,2021-02-04,Disapprove,58.64632468784757,49.810846628273545,67.4818027474216
Congress,2021-02-03,Approve,21.66750470579914,15.286126240405874,28.048883171192404
Congress,2021-02-03,Disapprove,58.8490383319771,49.637483825101604,68.0605928388526
Congress,2021-02-02,Approve,21.607155831769077,15.18036624990754,28.033945413630615
Congress,2021-02-02,Disapprove,58.149335719758106,49.5579442018919,66.74072723762431
Congress,2021-02-01,Approve,21.09186933389155,14.644538137533448,27.539200530249655
Congress,2021-02-01,Disapprove,57.90046711185647,49.3198291255786,66.48110509813434
Congress,2021-01-31,Approve,19.292823773697002,13.077121663442536,25.508525883951467
Congress,2021-01-31,Disapprove,58.27828801205874,49.72142293406073,66.83515309005674
Congress,2021-01-30,Approve,19.29029798765673,13.074595877402263,25.506000097911194
Congress,2021-01-30,Disapprove,58.26048130605513,49.70361622805712,66.81734638405314
Congress,2021-01-29,Approve,19.292521172389968,13.076819062135502,25.508223282644433
Congress,2021-01-29,Disapprove,58.2342505071097,49.677385429111695,66.7911155851077
Congress,2021-01-28,Approve,19.51811726368217,13.304400522746857,25.731834004617486
Congress,2021-01-28,Disapprove,58.061090286053584,49.45977297237531,66.66240759973185
Congress,2021-01-27,Approve,19.508928962126287,13.295347617731537,25.722510306521038
Congress,2021-01-27,Disapprove,58.03354847417789,49.43619768599164,66.63089926236415
Congress,2021-01-26,Approve,19.694374035153444,13.520284930692577,25.868463139614313
Congress,2021-01-26,Disapprove,58.027013138473436,49.45689713217689,66.59712914476998
Congress,2021-01-25,Approve,18.959820364708285,12.814992866507978,25.104647862908593
Congress,2021-01-25,Disapprove,60.00960539783703,51.36503233215216,68.65417846352189
Congress,2021-01-24,Approve,18.9551109226419,12.810283593610995,25.099938251672803
Congress,2021-01-24,Disapprove,60.00734591630332,51.362695786570214,68.65199604603643
Congress,2021-01-23,Approve,18.440463441174423,12.508128424432673,24.372798457916172
Congress,2021-01-23,Disapprove,63.74653168651652,55.26574225362387,72.22732111940917
Congress,2021-01-22,Approve,18.46090989647539,12.540172252330738,24.38164754062004
Congress,2021-01-22,Disapprove,63.77349451433163,55.28946664291844,72.25752238574482
Congress,2021-01-21,Approve,18.460912752049868,12.540175107905217,24.38165039619452
Congress,2021-01-21,Disapprove,63.77348799993561,55.28946012852242,72.2575158713488
Congress,2021-01-20,Approve,18.53568346896147,12.629276766827054,24.442090171095884
Congress,2021-01-20,Disapprove,63.80018274381691,55.31853500638514,72.28183048124868
Congress,2021-01-19,Approve,18.535814033224273,12.629468400109396,24.44215966633915
Congress,2021-01-19,Disapprove,63.80018508129589,55.318543088869376,72.28182707372241
Congress,2021-01-18,Approve,18.812030879736067,12.895554110299427,24.728507649172705
Congress,2021-01-18,Disapprove,64.59412305187658,56.11557421762136,73.0726718861318
Congress,2021-01-17,Approve,18.86274783201807,12.94627106258143,24.779224601454708
Congress,2021-01-17,Disapprove,64.56547749414217,56.08692865988695,73.0440263283974
Congress,2021-01-16,Approve,18.862752568650663,12.946275918125465,24.77922921917586
Congress,2021-01-16,Disapprove,64.56547790204768,56.0869291195979,73.04402668449745
Congress,2021-01-15,Approve,18.572750281349965,12.656277406308435,24.489223156391496
Congress,2021-01-15,Disapprove,64.56350010021514,56.08498358437505,73.04201661605522
Congress,2021-01-14,Approve,18.525470071212194,12.62612040371824,24.424819738706148
Congress,2021-01-14,Disapprove,64.27729095029244,55.80385980125487,72.75072209933
Congress,2021-01-13,Approve,18.53935585826977,12.66358298733017,24.415128729209368
Congress,2021-01-13,Disapprove,64.26604029442852,55.80153021042192,72.73055037843511
Congress,2021-01-12,Approve,18.57106401719224,12.703608233367145,24.438519801017332
Congress,2021-01-12,Disapprove,64.29540384560573,55.85390291533463,72.73690477587684
Congress,2021-01-11,Approve,18.9930197876772,13.12188012539077,24.864159449963626
