date,days_in_office,approval_rating,politician
2018-08-26,583,40.98711133827413,Donald Trump
2018-08-27,584,41.820226664567926,Donald Trump
2018-08-28,585,40.177671523983,Donald Trump
2018-08-29,586,43.43504024452368,Donald Trump
2018-08-30,587,43.01814226519337,Donald Trump
2018-08-31,588,43.10468846012044,Donald Trump
2018-09-01,589,41.828309800083886,Donald Trump
2018-09-02,590,41.69763115936527,Donald Trump
2018-09-03,591,42.18573212613175,Donald Trump
2018-09-04,592,41.38974617428755,Donald Trump
2018-09-05,593,43.0351802766784,Donald Trump
2018-09-06,594,42.29910908052542,Donald Trump
2018-09-07,595,43.24799307253463,Donald Trump
2018-09-08,596,41.27058380414312,Donald Trump
2018-09-09,597,41.74803010335021,Donald Trump
2018-09-10,598,42.067676882761766,Donald Trump
2018-09-11,599,42.031699403718,Donald Trump
2018-09-12,600,43.271244010271886,Donald Trump
2018-09-13,601,42.81111798360909,Donald Trump
2018-09-14,602,45.11137881297078,Donald Trump
2018-09-15,603,42.26366523960778,Donald Trump
2018-09-16,604,43.595617699718645,Donald Trump
2018-09-17,605,44.82216630447215,Donald Trump
2018-09-18,606,44.09153642702572,Donald Trump
2018-09-19,607,44.77843122042052,Donald Trump
2018-09-20,608,43.50247653511252,Donald Trump
2018-09-21,609,46.02290396527338,Donald Trump
2018-09-22,610,43.66281449893391,Donald Trump
2018-09-23,611,41.97334170065892,Donald Trump
2018-09-24,612,42.19479719805672,Donald Trump
2018-09-25,613,42.996434782608695,Donald Trump
2018-09-26,614,44.6713671539123,Donald Trump
2018-09-27,615,44.26332332685856,Donald Trump
2018-09-28,616,44.57813364634863,Donald Trump
2018-09-29,617,42.431534526854215,Donald Trump
2018-09-30,618,43.52534032775514,Donald Trump
2018-10-01,619,42.33085656360872,Donald Trump
2018-10-02,620,42.2992063958615,Donald Trump
2018-10-03,621,45.94429394576586,Donald Trump
2018-10-04,622,42.95196407804626,Donald Trump
2018-10-05,623,45.89425050488398,Donald Trump
2018-10-06,624,40.23496469042536,Donald Trump
2018-10-07,625,42.22093371163271,Donald Trump
2018-10-08,626,41.83080578656789,Donald Trump
2018-10-09,627,41.36416453265045,Donald Trump
2018-10-10,628,45.72387736529953,Donald Trump
2018-10-11,629,42.78155559750802,Donald Trump
2018-10-12,630,44.8341925111503,Donald Trump
2018-10-13,631,42.97319811200408,Donald Trump
2018-10-14,632,44.15438528054093,Donald Trump
2018-10-15,633,44.10094192808584,Donald Trump
2018-10-16,634,44.30562026108028,Donald Trump
2018-10-17,635,45.47028028192099,Donald Trump
2018-10-18,636,44.27736252002136,Donald Trump
2018-10-19,637,44.695637346374106,Donald Trump
2018-10-20,638,41.15878351206434,Donald Trump
2018-10-21,639,43.81406312961719,Donald Trump
2018-10-22,640,44.33534297778085,Donald Trump
2018-10-23,641,43.34793861518787,Donald Trump
2018-10-24,642,45.60919183866301,Donald Trump
2018-10-25,643,43.64866481521042,Donald Trump
2018-10-26,644,45.20739922506967,Donald Trump
2018-10-27,645,43.88249339565129,Donald Trump
2018-10-28,646,43.991093144460784,Donald Trump
2018-10-29,647,42.818755106588426,Donald Trump
2018-10-30,648,43.33858123204596,Donald Trump
2018-10-31,649,44.50534975860054,Donald Trump
2018-11-01,650,45.175188341361,Donald Trump
2018-11-02,651,45.55376593706242,Donald Trump
2018-11-03,652,43.09244821819117,Donald Trump
2018-11-04,653,44.145318701844495,Donald Trump
2018-11-05,654,44.98233416913608,Donald Trump
2018-11-06,655,44.769849479477486,Donald Trump
2018-11-07,656,45.212912258867455,Donald Trump
2018-11-08,657,44.73719519742543,Donald Trump
2018-11-09,658,45.77921044578191,Donald Trump
2018-11-10,659,42.880785891089104,Donald Trump
2018-11-11,660,44.0178574266868,Donald Trump
2018-11-12,661,44.20807617458994,Donald Trump
2018-11-13,662,42.99889041185301,Donald Trump
2018-11-14,663,45.21174004192872,Donald Trump
2018-11-15,664,44.62039058222304,Donald Trump
2018-11-16,665,45.80346223346585,Donald Trump
2018-11-17,666,44.534538847551474,Donald Trump
2018-11-18,667,44.14784310933941,Donald Trump
2018-11-19,668,44.76229574069113,Donald Trump
2018-11-20,669,44.37747519808243,Donald Trump
2018-11-21,670,44.764767363452464,Donald Trump
2018-11-22,671,45.51563911472448,Donald Trump
2018-11-23,672,46.12937939025273,Donald Trump
2018-11-24,673,44.12368106539184,Donald Trump
2018-11-25,674,43.75740716092108,Donald Trump
2018-11-26,675,46.020792362768496,Donald Trump
2018-11-27,676,44.69719274006154,Donald Trump
2018-11-28,677,45.41499749624437,Donald Trump
2018-11-29,678,45.169549862324914,Donald Trump
2018-11-30,679,44.53360453108865,Donald Trump
2018-12-01,680,42.35116700657149,Donald Trump
2018-12-02,681,42.44610419854947,Donald Trump
2018-12-03,682,45.11142723444081,Donald Trump
2018-12-04,683,45.053261156588334,Donald Trump
2018-12-05,684,46.43130218912209,Donald Trump
2018-12-06,685,44.429108845774415,Donald Trump
2018-12-07,686,46.18206828788996,Donald Trump
2018-12-08,687,42.84539571926332,Donald Trump
2018-12-09,688,43.76165717076347,Donald Trump
2018-12-10,689,43.91930951169888,Donald Trump
2018-12-11,690,45.78301474965276,Donald Trump
2018-12-12,691,45.423662737987314,Donald Trump
2018-12-13,692,47.0470478630488,Donald Trump
2018-12-14,693,45.59625085566847,Donald Trump
2018-12-15,694,45.45803940647045,Donald Trump
2018-12-16,695,43.41983997514177,Donald Trump
2018-12-17,696,44.42758638420403,Donald Trump
2018-12-18,697,44.62671555314141,Donald Trump
2018-12-19,698,44.11505214368482,Donald Trump
2018-12-20,699,44.61064474944143,Donald Trump
2018-12-21,700,44.916371557054525,Donald Trump
2018-12-22,701,42.06046105919003,Donald Trump
2018-12-23,702,42.12981557377049,Donald Trump
2018-12-24,703,43.99248866213152,Donald Trump
2018-12-25,704,43.05039734433156,Donald Trump
2018-12-26,705,43.328920284431135,Donald Trump
2018-12-27,706,43.33527230138591,Donald Trump
2018-12-28,707,42.45518893028206,Donald Trump
2018-12-29,708,41.53155795703075,Donald Trump
2018-12-30,709,40.96148788506027,Donald Trump
2018-12-31,710,42.69658835546476,Donald Trump
2019-01-01,711,42.31452702702703,Donald Trump
2019-01-02,712,44.59286846275753,Donald Trump
2019-01-03,713,43.93372376769155,Donald Trump
2019-01-04,714,45.096796832823465,Donald Trump
2019-01-05,715,42.74959829146751,Donald Trump
2019-01-06,716,43.4369697969962,Donald Trump
2019-01-07,717,42.83432479195847,Donald Trump
2019-01-08,718,42.66500453309157,Donald Trump
2019-01-09,719,42.473755914504814,Donald Trump
2019-01-10,720,42.25557321803269,Donald Trump
2019-01-11,721,43.44495528816892,Donald Trump
2019-01-12,722,42.98546182641247,Donald Trump
2019-01-13,723,42.74682711950971,Donald Trump
2019-01-14,724,41.70114596293628,Donald Trump
2019-01-15,725,41.71698662373049,Donald Trump
2019-01-16,726,41.443579485469805,Donald Trump
2019-01-17,727,41.79674989822228,Donald Trump
2019-01-18,728,42.77095030151799,Donald Trump
2019-01-19,729,42.04075548749361,Donald Trump
2019-01-20,730,41.153079083837504,Donald Trump
2019-01-21,731,41.43010245349151,Donald Trump
2019-01-22,732,42.529855392649125,Donald Trump
2019-01-23,733,42.22821860220704,Donald Trump
2019-01-24,734,41.38455434434113,Donald Trump
2019-01-25,735,41.38257351265101,Donald Trump
2019-01-26,736,40.85121888301303,Donald Trump
2019-01-27,737,40.88162558162558,Donald Trump
2019-01-28,738,41.82449402023919,Donald Trump
2019-01-29,739,41.66118509124216,Donald Trump
2019-01-30,740,41.38785665177036,Donald Trump
2019-01-31,741,41.79165508569916,Donald Trump
2019-02-01,742,42.603014518452845,Donald Trump
2019-02-02,743,41.67402352257877,Donald Trump
2019-02-03,744,41.710444035733055,Donald Trump
2019-02-04,745,42.32572770817981,Donald Trump
2019-02-05,746,42.09914619532655,Donald Trump
2019-02-06,747,42.99474645957058,Donald Trump
2019-02-07,748,41.82879489078119,Donald Trump
2019-02-08,749,42.6492898827661,Donald Trump
2019-02-09,750,41.21164188893747,Donald Trump
2019-02-10,751,43.45063895855727,Donald Trump
2019-02-11,752,42.2713701625939,Donald Trump
2019-02-12,753,43.16362522522523,Donald Trump
2019-02-13,754,44.337470212563154,Donald Trump
2019-02-14,755,44.137538318625175,Donald Trump
2019-02-15,756,43.75228902701411,Donald Trump
2019-02-16,757,42.623724302496335,Donald Trump
2019-02-17,758,43.22436393629845,Donald Trump
2019-02-18,759,43.2932546154348,Donald Trump
2019-02-19,760,43.41087222513547,Donald Trump
2019-02-20,761,43.58892877748573,Donald Trump
2019-02-21,762,42.04687986709584,Donald Trump
2019-02-22,763,43.71216817477379,Donald Trump
2019-02-23,764,43.000313531353136,Donald Trump
2019-02-24,765,42.57045797440016,Donald Trump
2019-02-25,766,42.753464052287576,Donald Trump
2019-02-26,767,43.02223932281647,Donald Trump
2019-02-27,768,43.53627192982456,Donald Trump
2019-02-28,769,43.03632697114292,Donald Trump
2019-03-01,770,43.08884847276895,Donald Trump
2019-03-02,771,42.24533898305084,Donald Trump
2019-03-03,772,42.293971337202414,Donald Trump
2019-03-04,773,42.12429805615551,Donald Trump
2019-03-05,774,42.749496137909865,Donald Trump
2019-03-06,775,43.83426643147481,Donald Trump
2019-03-07,776,44.61087941976428,Donald Trump
2019-03-08,777,42.51753399818677,Donald Trump
2019-03-09,778,43.726737260092655,Donald Trump
2019-03-10,779,44.18289069750839,Donald Trump
2019-03-11,780,44.09072155056611,Donald Trump
2019-03-12,781,44.1373523708796,Donald Trump
2019-03-13,782,44.13837275926987,Donald Trump
2019-03-14,783,43.04825968427058,Donald Trump
2019-03-15,784,43.24657306763285,Donald Trump
2019-03-16,785,42.69351976639712,Donald Trump
2019-03-17,786,42.48884938001459,Donald Trump
2019-03-18,787,42.571602949377294,Donald Trump
2019-03-19,788,42.54795260131819,Donald Trump
2019-03-20,789,42.830040034315125,Donald Trump
2019-03-21,790,41.91466560394175,Donald Trump
2019-03-22,791,42.861196695691,Donald Trump
2019-03-23,792,42.29815558990211,Donald Trump
2019-03-24,793,42.72773228039387,Donald Trump
2019-03-25,794,42.9002521254764,Donald Trump
2019-03-26,795,43.6843681649779,Donald Trump
2019-03-27,796,43.79978415047795,Donald Trump
2019-03-28,797,44.19947364869424,Donald Trump
2019-03-29,798,44.36321862246184,Donald Trump
2019-03-30,799,44.01499640661183,Donald Trump
2019-03-31,800,44.27287212853539,Donald Trump
2019-04-01,801,43.75299300336874,Donald Trump
2019-04-02,802,44.15848130416338,Donald Trump
2019-04-03,803,44.71699100069225,Donald Trump
2019-04-04,804,44.87956512778237,Donald Trump
2019-04-05,805,43.09362182317732,Donald Trump
2019-04-06,806,43.27201009782266,Donald Trump
2019-04-07,807,44.20594760271474,Donald Trump
2019-04-08,808,44.17817061611374,Donald Trump
2019-04-09,809,42.3984655432251,Donald Trump
2019-04-10,810,44.70678127984719,Donald Trump
2019-04-11,811,44.63806327900288,Donald Trump
2019-04-12,812,44.09863588667366,Donald Trump
2019-04-13,813,43.40212552060893,Donald Trump
2019-04-14,814,44.23741174194796,Donald Trump
2019-04-15,815,39.12547490995214,Donald Trump
2019-04-16,816,44.03531232414181,Donald Trump
2019-04-17,817,45.827463927610665,Donald Trump
2019-04-18,818,45.67810953217308,Donald Trump
2019-04-19,819,44.30713509597972,Donald Trump
2019-04-20,820,41.40746483552996,Donald Trump
2019-04-21,821,41.56219887844562,Donald Trump
2019-04-22,822,46.07885476647473,Donald Trump
2019-04-23,823,43.42670175688171,Donald Trump
2019-04-24,824,44.42969214311185,Donald Trump
2019-04-25,825,43.34709028459274,Donald Trump
2019-04-26,826,44.61927464668823,Donald Trump
2019-04-27,827,42.60496725565304,Donald Trump
2019-04-28,828,44.891469816272966,Donald Trump
2019-04-29,829,43.20506912442397,Donald Trump
2019-04-30,830,44.519201002432375,Donald Trump
2019-05-01,831,44.839043747580334,Donald Trump
2019-05-02,832,45.81091492776886,Donald Trump
2019-05-03,833,45.496551136847486,Donald Trump
2019-05-04,834,45.635324015247775,Donald Trump
2019-05-05,835,43.803163957133485,Donald Trump
2019-05-06,836,44.51529330214019,Donald Trump
2019-05-07,837,44.77141992128368,Donald Trump
2019-05-08,838,45.88440601985271,Donald Trump
2019-05-09,839,46.79985219854662,Donald Trump
2019-05-10,840,45.59573383190278,Donald Trump
2019-05-11,841,42.88834884043883,Donald Trump
2019-05-12,842,42.877725659229206,Donald Trump
2019-05-13,843,41.980257658173485,Donald Trump
2019-05-14,844,43.374226428831456,Donald Trump
2019-05-15,845,44.15886207447659,Donald Trump
2019-05-16,846,44.76454560025645,Donald Trump
2019-05-17,847,45.23717130456983,Donald Trump
2019-05-18,848,44.209995800084,Donald Trump
2019-05-19,849,41.48380775577558,Donald Trump
2019-05-20,850,40.55375636299807,Donald Trump
2019-05-21,851,43.88836265223275,Donald Trump
2019-05-22,852,44.9603315571344,Donald Trump
2019-05-23,853,45.10282213656388,Donald Trump
2019-05-24,854,45.404103781583856,Donald Trump
2019-05-25,855,42.83672448298866,Donald Trump
2019-05-26,856,43.86271593639172,Donald Trump
2019-05-27,857,42.431775195893,Donald Trump
2019-05-28,858,44.25801282051282,Donald Trump
2019-05-29,859,44.67765349833413,Donald Trump
2019-05-30,860,44.23361453601557,Donald Trump
2019-05-31,861,45.18073347485543,Donald Trump
2019-06-01,862,44.43205574912892,Donald Trump
2019-06-02,863,43.39006811341676,Donald Trump
2019-06-03,864,45.52345975116175,Donald Trump
2019-06-04,865,44.59302838652743,Donald Trump
2019-06-05,866,42.0553909748536,Donald Trump
2019-06-06,867,45.8151677852349,Donald Trump
2019-06-07,868,45.41814299272382,Donald Trump
2019-06-08,869,45.08260718020216,Donald Trump
2019-06-09,870,43.47340005267316,Donald Trump
2019-06-10,871,43.870222682547904,Donald Trump
2019-06-11,872,44.16173767752715,Donald Trump
2019-06-12,873,45.50153287157943,Donald Trump
2019-06-13,874,46.99822380106572,Donald Trump
2019-06-14,875,44.982218270726825,Donald Trump
2019-06-15,876,45.925,Donald Trump
2019-06-16,877,43.567792939137966,Donald Trump
2019-06-17,878,42.310483870967744,Donald Trump
2019-06-18,879,44.12364205487019,Donald Trump
2019-06-19,880,45.781042128603104,Donald Trump
2019-06-20,881,44.61045470819907,Donald Trump
2019-06-21,882,45.00008519338899,Donald Trump
2019-06-22,883,42.45300129552325,Donald Trump
2019-06-23,884,43.6273327591157,Donald Trump
2019-06-24,885,44.95194516845255,Donald Trump
2019-06-25,886,44.636737303617096,Donald Trump
2019-06-26,887,45.23464070213933,Donald Trump
2019-06-27,888,45.86320623434456,Donald Trump
2019-06-28,889,44.490317649057246,Donald Trump
2019-06-29,890,44.0,Donald Trump
2019-06-30,891,43.84954891208208,Donald Trump
2019-07-01,892,43.18007467085871,Donald Trump
2019-07-02,893,43.74132000778766,Donald Trump
2019-07-03,894,45.48210882913403,Donald Trump
2019-07-04,895,44.84477296726505,Donald Trump
2019-07-05,896,45.30996621621622,Donald Trump
2019-07-06,897,44.57752429235319,Donald Trump
2019-07-07,898,45.64690634509185,Donald Trump
2019-07-08,899,45.16413602710503,Donald Trump
2019-07-09,900,44.05044047711858,Donald Trump
2019-07-10,901,43.005547584887616,Donald Trump
2019-07-11,902,46.20482120051086,Donald Trump
2019-07-12,903,44.7394767517161,Donald Trump
2019-07-13,904,45.84799660801357,Donald Trump
2019-07-14,905,42.79213042796677,Donald Trump
2019-07-15,906,46.47871831659493,Donald Trump
2019-07-16,907,46.80951992827451,Donald Trump
2019-07-17,908,45.31422044545974,Donald Trump
2019-07-18,909,43.93640639698965,Donald Trump
2019-07-19,910,46.09687565527364,Donald Trump
2019-07-20,911,44.0407684411204,Donald Trump
2019-07-21,912,43.46052631578947,Donald Trump
2019-07-22,913,44.415780445969126,Donald Trump
2019-07-23,914,44.33664708540443,Donald Trump
2019-07-24,915,45.44176386004154,Donald Trump
2019-07-25,916,42.94593561944789,Donald Trump
2019-07-26,917,45.36447961875585,Donald Trump
2019-07-27,918,43.843322109988776,Donald Trump
2019-07-28,919,44.16696333214667,Donald Trump
2019-07-29,920,46.00170906200318,Donald Trump
2019-07-30,921,44.0773610180844,Donald Trump
2019-07-31,922,42.602201950298834,Donald Trump
2019-08-01,923,45.34708270998077,Donald Trump
2019-08-02,924,45.38055579162064,Donald Trump
2019-08-03,925,43.55487210261796,Donald Trump
2019-08-04,926,43.547772539209085,Donald Trump
2019-08-05,927,43.14049983979493,Donald Trump
2019-08-06,928,41.11530658519703,Donald Trump
2019-08-07,929,40.89835623955501,Donald Trump
2019-08-08,930,40.97457871425951,Donald Trump
2019-08-09,931,41.56327402755974,Donald Trump
2019-08-10,932,40.54333115040384,Donald Trump
2019-08-11,933,40.78419558830852,Donald Trump
2019-08-12,934,40.96156702086801,Donald Trump
2019-08-13,935,40.84594366013922,Donald Trump
2019-08-14,936,41.0038755024914,Donald Trump
2019-08-15,937,40.83534515277254,Donald Trump
2019-08-16,938,41.49063944706367,Donald Trump
2019-08-17,939,40.68788019313129,Donald Trump
2019-08-18,940,40.681565355582045,Donald Trump
2019-08-19,941,40.81738993957467,Donald Trump
2019-08-20,942,41.18753224242174,Donald Trump
2019-08-21,943,41.23154049813689,Donald Trump
2019-08-22,944,41.02267102267102,Donald Trump
2019-08-23,945,41.62455314325573,Donald Trump
2019-08-24,946,40.78173819997623,Donald Trump
2019-08-25,947,40.98469140159703,Donald Trump
2019-08-26,948,40.727611304496,Donald Trump
2019-08-27,949,40.998016613776365,Donald Trump
2019-08-28,950,41.1657537274938,Donald Trump
2019-08-29,951,40.024174192750216,Donald Trump
2019-08-30,952,40.331516319883,Donald Trump
2019-08-31,953,40.6592285449288,Donald Trump
2019-09-01,954,40.33450998606595,Donald Trump
2019-09-02,955,40.14741474147415,Donald Trump
2019-09-03,956,41.16971080669711,Donald Trump
2019-09-04,957,40.98139488608098,Donald Trump
2019-09-05,958,40.8323279048856,Donald Trump
2019-09-06,959,41.74814051951024,Donald Trump
2019-09-07,960,40.66632756866734,Donald Trump
2019-09-08,961,41.10621409463667,Donald Trump
2019-09-09,962,40.958721028590766,Donald Trump
2019-09-10,963,41.32845321451305,Donald Trump
2019-09-11,964,41.25235854990063,Donald Trump
2019-09-12,965,41.18859884151165,Donald Trump
2019-09-13,966,41.870235773798974,Donald Trump
2019-09-14,967,40.92478104070067,Donald Trump
2019-09-15,968,40.83305706034144,Donald Trump
2019-09-16,969,41.04711422302211,Donald Trump
2019-09-17,970,41.40994010109332,Donald Trump
2019-09-18,971,40.929804794969215,Donald Trump
2019-09-19,972,40.906545135075774,Donald Trump
2019-09-20,973,41.29453058368141,Donald Trump
2019-09-21,974,40.48741606158214,Donald Trump
2019-09-22,975,41.06185312408792,Donald Trump
2019-09-23,976,41.32105045587121,Donald Trump
2019-09-24,977,41.46512720825412,Donald Trump
2019-09-25,978,41.10038508455117,Donald Trump
2019-09-26,979,40.891398117042016,Donald Trump
2019-09-27,980,41.696268907563024,Donald Trump
2019-09-28,981,40.46360917248255,Donald Trump
2019-09-29,982,40.3427166592874,Donald Trump
2019-09-30,983,40.112443252166734,Donald Trump
2019-10-01,984,41.14676429417465,Donald Trump
2019-10-02,985,39.95064092742965,Donald Trump
2019-10-03,986,41.06395072238776,Donald Trump
2019-10-04,987,41.42052244785824,Donald Trump
2019-10-05,988,39.65130038844442,Donald Trump
2019-10-06,989,41.09138337260182,Donald Trump
2019-10-07,990,40.56011863474372,Donald Trump
2019-10-08,991,40.51616637556359,Donald Trump
2019-10-09,992,39.87859560067682,Donald Trump
2019-10-10,993,40.42010824516066,Donald Trump
2019-10-11,994,39.664014821272886,Donald Trump
2019-10-12,995,39.666521181701626,Donald Trump
2019-10-13,996,39.71823340735258,Donald Trump
2019-10-14,997,40.00458319147265,Donald Trump
2019-10-15,998,40.04501800720288,Donald Trump
2019-10-16,999,39.86505038302079,Donald Trump
2019-10-17,1000,39.93277985402192,Donald Trump
2019-10-18,1001,40.58237232289951,Donald Trump
2019-10-19,1002,39.0,Donald Trump
2019-10-20,1003,39.67187004395306,Donald Trump
2019-10-21,1004,39.74435445858508,Donald Trump
2019-10-22,1005,40.931559238307706,Donald Trump
2019-10-23,1006,39.38287337662338,Donald Trump
2019-10-24,1007,39.48734314149719,Donald Trump
2019-10-25,1008,39.20061774227079,Donald Trump
2019-10-26,1009,39.55627132523543,Donald Trump
2019-10-27,1010,39.38936301131651,Donald Trump
2019-10-28,1011,39.83857353872125,Donald Trump
2019-10-29,1012,39.786646661665415,Donald Trump
2019-10-30,1013,39.46469121957436,Donald Trump
2019-10-31,1014,40.24688378631678,Donald Trump
2019-11-01,1015,39.1441484300666,Donald Trump
2019-11-02,1016,39.225957373072255,Donald Trump
2019-11-03,1017,39.62295415268883,Donald Trump
2019-11-04,1018,40.52633004659226,Donald Trump
2019-11-05,1019,40.59533285951196,Donald Trump
2019-11-06,1020,40.61070352044589,Donald Trump
2019-11-07,1021,40.47747747747748,Donald Trump
2019-11-08,1022,40.03261982928431,Donald Trump
2019-11-09,1023,40.17631072358736,Donald Trump
2019-11-10,1024,40.34859915161675,Donald Trump
2019-11-11,1025,40.26035974499089,Donald Trump
2019-11-12,1026,40.494263447042286,Donald Trump
2019-11-13,1027,40.39621525724424,Donald Trump
2019-11-14,1028,40.52403078263395,Donald Trump
2019-11-15,1029,40.39789463400337,Donald Trump
2019-11-16,1030,40.08817063751411,Donald Trump
2019-11-17,1031,40.36124888573976,Donald Trump
2019-11-18,1032,40.61311366651924,Donald Trump
2019-11-19,1033,40.62724588358941,Donald Trump
2019-11-20,1034,40.47356117923298,Donald Trump
2019-11-21,1035,40.58715338894416,Donald Trump
2019-11-22,1036,40.63601801627277,Donald Trump
2019-11-23,1037,40.0,Donald Trump
2019-11-24,1038,40.35491143317231,Donald Trump
2019-11-25,1039,40.381515873668064,Donald Trump
2019-11-26,1040,40.44050903034404,Donald Trump
2019-11-27,1041,40.06673794885503,Donald Trump
2019-11-28,1042,40.06377285565631,Donald Trump
2019-11-29,1043,40.44451820185338,Donald Trump
2019-11-30,1044,40.07459428180646,Donald Trump
2019-12-01,1045,40.28851189798474,Donald Trump
2019-12-02,1046,40.42192170818505,Donald Trump
2019-12-03,1047,40.69512103537187,Donald Trump
2019-12-04,1048,40.61670991733326,Donald Trump
2019-12-05,1049,40.51374133640183,Donald Trump
2019-12-06,1050,40.14154305129693,Donald Trump
2019-12-07,1051,40.2658530748983,Donald Trump
2019-12-08,1052,40.77554818969913,Donald Trump
2019-12-09,1053,40.68385223501854,Donald Trump
2019-12-10,1054,40.8582633725114,Donald Trump
2019-12-11,1055,41.60338254484047,Donald Trump
2019-12-12,1056,41.47101645377787,Donald Trump
2019-12-13,1057,40.97555012224939,Donald Trump
2019-12-14,1058,41.471630931186624,Donald Trump
2019-12-15,1059,41.64963119072708,Donald Trump
2019-12-16,1060,40.56114313419168,Donald Trump
2019-12-17,1061,40.9607622038253,Donald Trump
2019-12-18,1062,40.67717319177173,Donald Trump
2019-12-19,1063,40.59837477820352,Donald Trump
2019-12-20,1064,40.11164407556119,Donald Trump
2019-12-21,1065,40.0,Donald Trump
2019-12-22,1066,41.39027076875784,Donald Trump
2019-12-23,1067,41.32529854046882,Donald Trump
2019-12-24,1068,41.03881680228722,Donald Trump
2019-12-25,1069,41.0,Donald Trump
2019-12-26,1070,41.354729271271545,Donald Trump
2019-12-27,1071,41.01975060674533,Donald Trump
2019-12-28,1072,41.05811224338216,Donald Trump
2019-12-29,1073,41.55800183022016,Donald Trump
2019-12-30,1074,41.18605650174357,Donald Trump
2019-12-31,1075,41.16435977053839,Donald Trump
2020-01-01,1076,41.0428643619393,Donald Trump
2020-01-02,1077,41.40394973070018,Donald Trump
2020-01-03,1078,41.06351094196004,Donald Trump
2020-01-04,1079,41.24208975062849,Donald Trump
2020-01-05,1080,41.333423180593,Donald Trump
2020-01-06,1081,41.38954795027168,Donald Trump
2020-01-07,1082,41.33796837360174,Donald Trump
2020-01-08,1083,41.187446156791424,Donald Trump
2020-01-09,1084,41.227160758273534,Donald Trump
2020-01-10,1085,41.11764705882353,Donald Trump
2020-01-11,1086,41.33193949364775,Donald Trump
2020-01-12,1087,41.45009879041974,Donald Trump
2020-01-13,1088,41.30552000682536,Donald Trump
2020-01-14,1089,41.78066299647946,Donald Trump
2020-01-15,1090,41.56284568402842,Donald Trump
2020-01-16,1091,42.42980781801543,Donald Trump
2020-01-17,1092,41.96228938218775,Donald Trump
2020-01-18,1093,41.97397613164397,Donald Trump
2020-01-19,1094,41.825154958677686,Donald Trump
2020-01-20,1095,41.96752723954699,Donald Trump
2020-01-21,1096,42.43097377093585,Donald Trump
2020-01-22,1097,42.18243044726197,Donald Trump
2020-01-23,1098,41.97152575266209,Donald Trump
2020-01-24,1099,41.240198682532935,Donald Trump
2020-01-25,1100,41.06447831184056,Donald Trump
2020-01-26,1101,41.47565329498686,Donald Trump
2020-01-27,1102,41.44634857235386,Donald Trump
2020-01-28,1103,41.54342419894788,Donald Trump
2020-01-29,1104,41.88952578319628,Donald Trump
2020-01-30,1105,41.67263674377009,Donald Trump
2020-01-31,1106,41.06682506682507,Donald Trump
2020-02-01,1107,41.05179438522074,Donald Trump
2020-02-02,1108,41.65737708725238,Donald Trump
2020-02-03,1109,41.3369688707112,Donald Trump
2020-02-04,1110,41.48824869221336,Donald Trump
2020-02-05,1111,41.67218805792501,Donald Trump
2020-02-06,1112,41.35906642728905,Donald Trump
2020-02-07,1113,42.42495394682577,Donald Trump
2020-02-08,1114,42.0,Donald Trump
2020-02-09,1115,42.37236819210023,Donald Trump
2020-02-10,1116,42.290493408877374,Donald Trump
2020-02-11,1117,42.39696598972351,Donald Trump
2020-02-12,1118,43.11473777682103,Donald Trump
2020-02-13,1119,43.36468220511844,Donald Trump
2020-02-14,1120,43.38680109990834,Donald Trump
2020-02-15,1121,42.29834976187839,Donald Trump
2020-02-16,1122,43.30261865401663,Donald Trump
2020-02-17,1123,42.71762872074528,Donald Trump
2020-02-18,1124,42.49625421710657,Donald Trump
2020-02-19,1125,42.41019991401548,Donald Trump
2020-02-20,1126,41.96827397554173,Donald Trump
2020-02-21,1127,41.97028408415547,Donald Trump
2020-02-22,1128,42.05725268055836,Donald Trump
2020-02-23,1129,42.13273975143758,Donald Trump
2020-02-24,1130,42.36995930447651,Donald Trump
2020-02-25,1131,42.48969879140835,Donald Trump
2020-02-26,1132,42.569586160459934,Donald Trump
2020-02-27,1133,42.26607442717079,Donald Trump
2020-02-28,1134,42.51860988952054,Donald Trump
2020-02-29,1135,42.08740715637267,Donald Trump
2020-03-01,1136,42.36312638673756,Donald Trump
2020-03-02,1137,42.22441651705566,Donald Trump
2020-03-03,1138,42.32682352941176,Donald Trump
2020-03-04,1139,42.268853833656514,Donald Trump
2020-03-05,1140,42.42564701699134,Donald Trump
2020-03-06,1141,42.015144766147,Donald Trump
2020-03-07,1142,42.14717827332752,Donald Trump
2020-03-08,1143,42.377275612542846,Donald Trump
2020-03-09,1144,42.46131730266597,Donald Trump
2020-03-10,1145,42.31025271703548,Donald Trump
2020-03-11,1146,42.28325206643895,Donald Trump
2020-03-12,1147,42.66584014771828,Donald Trump
2020-03-13,1148,42.07108064225149,Donald Trump
2020-03-14,1149,42.12168832208319,Donald Trump
2020-03-15,1150,42.81683168316832,Donald Trump
2020-03-16,1151,42.23574385938175,Donald Trump
2020-03-17,1152,42.47876844452239,Donald Trump
2020-03-18,1153,43.81102743410436,Donald Trump
2020-03-19,1154,42.92882432573154,Donald Trump
2020-03-20,1155,43.42109061169509,Donald Trump
2020-03-21,1156,43.26085500613908,Donald Trump
2020-03-22,1157,44.783670779648695,Donald Trump
2020-03-23,1158,44.44044068252049,Donald Trump
2020-03-24,1159,44.28017439511917,Donald Trump
